acquisition_channel,cancel_year_month,duration_month,fiber_or_adsl,has_retention,offer,recruit_year_month,sub_offer,total_bill,churn
pos,N/A,N/A,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2940,N
outgoing call - promo,2020-11,58,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2040,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2490,N
online,N/A,N/A,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2870,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3170,N
pos,2017-12,11,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,670,N
phone,2016-01,0,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,50,N
online,2017-10,9,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,430,N
outgoing call - promo,2018-08,19,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,500,N
outgoing call - promo,2016-09,8,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3040,N
phone,2017-09,8,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,400,N
outgoing call - promo,2016-09,8,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,910,N
outgoing call - promo,2017-01,12,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,570,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2420,N
outgoing call - promo,2018-03,14,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,250,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2400,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3170,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,2090,N
online,2021-11,70,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4870,N
online,2019-08,31,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1280,N
pos,2019-04,27,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1140,N
online,2019-06,29,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1130,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,4670,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,4600,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2620,N
online,2017-11,10,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,410,N
outgoing call - promo,2018-07,18,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,230,N
outgoing call - promo,2017-03,2,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,50,N
phone,N/A,N/A,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.2:Freebox Revolution 2999eur,1810,N
outgoing call - promo,2019-06,41,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1350,N
online,2018-04,27,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1180,N
phone,2016-11,10,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,460,N
online,N/A,N/A,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2850,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3440,N
online,2016-05,4,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,40,N
online,2016-06,5,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,140,N
online,2017-05,4,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,110,N
phone,2019-06,29,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1170,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3160,N
outgoing call - promo,2020-04,39,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2700,N
phone,2017-12,23,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,950,N
pos,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3130,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2390,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2540,N
pos,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3430,N
outgoing call - promo,2018-06,17,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,N
outgoing call - promo,2016-04,3,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,80,N
online,2018-10,33,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1390,N
outgoing call - promo,2017-05,16,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,550,N
outgoing call - promo,2016-02,1,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
phone,2018-08,19,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1420,N
online,2017-03,2,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,N
phone,2016-07,6,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
phone,2021-10,57,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2440,N
online,2019-05,28,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1190,N
outgoing call - promo,2018-11,22,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,790,N
online,2017-09,8,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,140,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2770,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2840,N
phone,2019-07,42,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1520,N
online,2017-12,23,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,940,N
pos,2017-10,21,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1110,N
online,2017-02,1,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,90,N
outgoing call - promo,2017-12,11,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,460,N
outgoing call - promo,2019-01,36,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1100,N
outgoing call - promo,2020-08,43,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1330,N
online,2021-10,57,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2770,N
phone,2017-02,1,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,N
phone,2018-01,12,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,510,N
pos,2020-02,37,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1830,N
phone,2021-02,49,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2050,N
phone,2016-03,2,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2670,N
phone,2019-09,32,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1140,N
outgoing call - promo,2018-02,13,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,210,N
phone,N/A,N/A,fiber,TRUE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2850,N
phone,2020-09,44,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2110,N
online,2019-06,41,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1660,N
outgoing call - promo,2020-08,55,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2010,N
outgoing call - promo,2017-08,7,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,60,N
online,2018-09,32,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1150,N
outgoing call - promo,2017-06,17,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,470,N
online,2017-07,6,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,200,N
phone,2017-07,6,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,50,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2620,N
outgoing call - promo,2018-03,26,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,930,N
outgoing call - promo,2021-02,61,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2300,N
phone,N/A,N/A,fiber,TRUE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2840,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2860,N
outgoing call - promo,2018-10,21,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,490,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3680,N
outgoing call - promo,2018-08,19,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,590,N
pos,2017-04,15,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,640,N
phone,N/A,N/A,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2660,N
outgoing call - promo,2018-10,21,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,470,N
online,2018-09,32,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1420,N
outgoing call - promo,2018-02,13,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,160,N
outgoing call - promo,2018-01,12,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,480,N
pos,N/A,N/A,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,3360,N
phone,2019-01,36,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2020,N
outgoing call - promo,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2560,N
online,2016-07,6,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,230,N
pos,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2350,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,2040,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2860,N
online,2017-10,9,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,390,N
phone,2020-05,40,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1850,N
phone,2019-11,34,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1480,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3030,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2910,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3100,N
phone,2021-06,65,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3910,N
online,2016-02,1,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3020,N
outgoing call - promo,2019-09,32,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1030,N
online,2017-10,21,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,270,N
phone,2018-07,18,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,790,N
outgoing call - promo,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2520,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3630,N
outgoing call - promo,2018-05,16,fiber,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,280,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2430,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2860,N
outgoing call - promo,2017-01,0,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,50,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3040,N
outgoing call - promo,2017-06,17,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,480,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2610,N
outgoing call - promo,2016-07,6,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,120,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2950,N
online,2018-06,17,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,860,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3470,N
mail,2017-07,6,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,480,N
outgoing call - promo,2016-01,0,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,50,N
outgoing call - promo,2017-10,21,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,730,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2860,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2920,N
pos,2017-02,13,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,560,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2430,N
phone,N/A,N/A,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,4070,N
online,2016-01,0,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
pos,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2450,N
online,2017-02,13,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,630,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2390,N
phone,2019-06,41,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1620,N
online,2016-02,1,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,N
outgoing call - promo,2019-04,27,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,960,N
outgoing call - promo,2019-10,45,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1590,N
pos,2021-02,49,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2090,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3000,N
phone,2016-08,7,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,290,N
pos,2017-04,3,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,270,N
phone,2021-10,69,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2820,N
online,2018-01,12,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,580,N
online,2017-01,12,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,440,N
pos,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2430,N
pos,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2880,N
online,2017-06,5,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2480,N
online,2018-08,19,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,520,N
phone,2017-07,18,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,780,N
phone,2018-10,33,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1560,N
pos,2021-11,70,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3170,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2910,N
pos,2016-07,6,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,280,N
phone,2017-10,9,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,220,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2410,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2950,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3000,N
outgoing call - promo,2019-09,32,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1010,N
phone,2016-09,8,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,360,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2760,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2440,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2420,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2360,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2460,N
phone,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2460,N
online,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3250,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2580,N
phone,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3210,N
phone,2018-03,14,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,700,N
mail,2020-05,40,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1990,N
online,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2920,N
outgoing call - promo,2018-07,18,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,270,N
phone,2017-06,5,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,360,N
phone,2021-01,48,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2180,N
online,2018-05,28,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,810,N
online,2017-12,23,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1090,N
outgoing call - promo,N/A,N/A,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2140,N
outgoing call - promo,2017-06,5,adsl,FALSE,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,140,N
outgoing call,N/A,N/A,adsl,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2590,N
phone,2021-02,49,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1990,N
online,2017-08,7,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,250,N
online,N/A,N/A,adsl,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,3590,N
pos,2020-11,58,fiber,FALSE,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2570,N
online,2016-06,5,fiber,FALSE,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,70,N
